day,id,title,difficulty,topics,companies,estimated_time,acceptance_rate,cumulative_time
3,173,Binary Search Tree Iterator,Medium,"['Stack', 'Tree', 'Design']","['Facebook', 'ByteDance', 'Microsoft', 'Bloomberg', 'Google', 'Oracle', 'Amazon', 'Apple', 'Adobe']",20,60.6,100
3,146,LRU Cache,Medium,['Design'],"['Amazon', 'Microsoft', 'Facebook', 'Apple', 'Bloomberg', 'Snapchat', 'eBay', 'ByteDance', 'Google', 'Oracle', 'Uber', 'Paypal', 'Adobe', 'Goldman Sachs']",20,36.2,120
4,13,Roman to Integer,Easy,"['Math', 'String']","['Amazon', 'Microsoft', 'Adobe', 'Facebook', 'LinkedIn', 'Google', 'Apple', 'Uber', 'Qualtrics', 'Oracle', 'eBay']",10,57.0,10
4,2,Add Two Numbers,Medium,"['Linked List', 'Math', 'Recursion']","['Bloomberg', 'Microsoft', 'Amazon', 'Google', 'Facebook', 'Apple', 'Adobe', 'Paypal', 'Oracle', 'Uber', 'VMware']",20,35.7,30
4,21,Merge Two Sorted Lists,Easy,"['Linked List', 'Recursion']","['Amazon', 'Adobe', 'Bloomberg', 'Facebook', 'Microsoft', 'Oracle', 'LinkedIn', 'Uber', 'VMware', 'ByteDance']",10,56.4,40
4,17,Letter Combinations of a Phone Number,Medium,"['String', 'Backtracking', 'Depth-first Search', 'Recursion']","['Amazon', 'Microsoft', 'Facebook', 'eBay', 'Google', 'Uber', 'Apple', 'Oracle', 'Qualtrics']",20,49.5,60
4,20,Valid Parentheses,Easy,"['String', 'Stack']","['Amazon', 'Bloomberg', 'Facebook', 'Apple', 'Microsoft', 'Expedia', 'Google', 'LinkedIn', 'Goldman Sachs', 'Oracle', 'Paypal', 'eBay', 'Adobe']",10,40.0,70
4,22,Generate Parentheses,Medium,"['String', 'Backtracking']","['Microsoft', 'Facebook', 'Google', 'Bloomberg', 'Amazon', 'Apple', 'Adobe', 'ByteDance', 'Oracle']",20,65.7,90
4,49,Group Anagrams,Medium,"['Hash Table', 'String']","['Amazon', 'Microsoft', 'Goldman Sachs', 'Apple', 'Uber', 'eBay', 'VMware', 'Oracle', 'Yandex', 'Expedia', 'Facebook', 'Google', 'Bloomberg', 'Cisco', 'ByteDance']",20,59.7,110
5,443,String Compression,Medium,['String'],"['Goldman Sachs', 'Yandex', 'Microsoft', 'Apple', 'Facebook', 'Amazon', 'eBay', 'Google', 'VMware', 'Cisco']",20,44.1,20
5,91,Decode Ways,Medium,"['String', 'Dynamic Programming']","['Facebook', 'Google', 'Cisco', 'Amazon', 'Microsoft', 'Goldman Sachs', 'ByteDance', 'Apple', 'Uber', 'Adobe']",20,26.9,40
5,206,Reverse Linked List,Easy,['Linked List'],"['Adobe', 'Amazon', 'Facebook', 'Apple', 'Microsoft', 'Yandex', 'Google', 'Uber', 'Oracle', 'Bloomberg', 'Cisco', 'Goldman Sachs', 'ByteDance']",10,65.7,50
5,349,Intersection of Two Arrays,Easy,"['Hash Table', 'Two Pointers', 'Binary Search', 'Sort']","['Facebook', 'Amazon', 'Bloomberg', 'ByteDance', 'Apple']",10,65.3,60
5,242,Valid Anagram,Easy,"['Hash Table', 'Sort']","['Bloomberg', 'Facebook', 'Microsoft', 'Amazon', 'Apple', 'Oracle', 'Google', 'Goldman Sachs', 'Adobe', 'Cisco', 'Paypal']",10,58.9,70
5,739,Daily Temperatures,Medium,"['Hash Table', 'Stack']","['Facebook', 'Bloomberg', 'Amazon', 'ByteDance', 'Google', 'Adobe', 'Microsoft', 'Paypal', 'Oracle', 'Twitter']",20,64.8,90
5,347,Top K Frequent Elements,Medium,"['Hash Table', 'Heap']","['Facebook', 'Amazon', 'Oracle', 'Apple', 'Bloomberg', 'Google', 'ByteDance', 'Microsoft', 'eBay']",20,62.6,110
6,300,Longest Increasing Subsequence,Medium,"['Binary Search', 'Dynamic Programming']","['Apple', 'Amazon', 'Facebook', 'Bloomberg', 'Google', 'ByteDance', 'Twitter', 'Microsoft']",20,44.5,20
6,401,Binary Watch,Easy,"['Backtracking', 'Bit Manipulation']","['Apple', 'Google']",10,48.5,30
6,253,Meeting Rooms II,Medium,"['Heap', 'Greedy', 'Sort']","['Amazon', 'Bloomberg', 'Facebook', 'Google', 'Microsoft', 'Oracle', 'Uber', 'Yandex', 'ByteDance', 'Twitter', 'Apple', 'Adobe', 'Expedia', 'eBay']",20,47.1,50
6,46,Permutations,Medium,['Backtracking'],"['Facebook', 'Amazon', 'ByteDance', 'LinkedIn', 'Apple', 'eBay', 'Microsoft', 'Paypal', 'Oracle']",20,67.1,70
6,215,Kth Largest Element in an Array,Medium,"['Divide and Conquer', 'Heap']","['Facebook', 'Amazon', 'Apple', 'Microsoft', 'Bloomberg', 'ByteDance', 'LinkedIn', 'Adobe', 'Google']",20,58.9,90
6,103,Binary Tree Zigzag Level Order Traversal,Medium,"['Stack', 'Tree', 'Breadth-first Search']","['Amazon', 'Microsoft', 'Bloomberg', 'Apple', 'Facebook', 'Qualtrics', 'eBay', 'Adobe', 'ByteDance', 'Google', 'Goldman Sachs', 'Oracle']",20,50.4,110
6,101,Symmetric Tree,Easy,"['Tree', 'Depth-first Search', 'Breadth-first Search']","['Amazon', 'Yandex', 'Apple', 'Uber', 'Google', 'Microsoft']",10,48.4,120
7,102,Binary Tree Level Order Traversal,Medium,"['Tree', 'Breadth-first Search']","['Bloomberg', 'Amazon', 'Facebook', 'Microsoft', 'LinkedIn', 'Adobe', 'Paypal', 'Google', 'Uber']",20,57.0,20
7,236,Lowest Common Ancestor of a Binary Tree,Medium,['Tree'],"['Facebook', 'Microsoft', 'Amazon', 'Oracle', 'LinkedIn', 'Apple', 'Bloomberg', 'Adobe', 'Google', 'Uber']",20,49.3,40
7,997,Find the Town Judge,Easy,['Graph'],['Amazon'],10,49.8,50
7,399,Evaluate Division,Medium,"['Union Find', 'Graph']","['Bloomberg', 'Amazon', 'Uber', 'Google', 'Facebook', 'Microsoft', 'Apple']",20,54.6,70
7,207,Course Schedule,Medium,"['Depth-first Search', 'Breadth-first Search', 'Graph', 'Topological Sort']","['Amazon', 'Facebook', 'Microsoft', 'ByteDance', 'Bloomberg', 'Google']",20,44.3,90
7,332,Reconstruct Itinerary,Medium,"['Depth-first Search', 'Graph']","['Uber', 'Amazon', 'Bloomberg', 'Facebook', 'Microsoft', 'Expedia', 'Qualtrics', 'Twitter', 'Google', 'eBay', 'VMware']",20,38.1,110
8,200,Number of Islands,Medium,"['Depth-first Search', 'Breadth-first Search', 'Union Find']","['Amazon', 'Bloomberg', 'Microsoft', 'Oracle', 'Facebook', 'Apple', 'Uber', 'Google', 'Yandex', 'Qualtrics', 'Snapchat', 'Expedia', 'LinkedIn', 'eBay', 'Goldman Sachs', 'VMware']",20,49.5,20
