id,title,is_premium,difficulty,acceptance_rate,accepted,submissions,companies,related_topics,likes,dislikes,rating,asked_by_faang,topics_list,topic_count,companies_list,company_count,difficulty_score,estimated_time,problem_value,normalized_likes,normalized_topic_count,normalized_company_count,popularity_score
48,Rotate Image,0,Medium,60.5,553.5K,915.2K,"Amazon,Microsoft,Apple,Uber,Cisco,Facebook,Rubrik,Adobe,Nvidia,Google,Quora,eBay,PayTM",Array,4619,329,93,1,['Array'],1,"['Amazon', 'Microsoft', 'Apple', 'Uber', 'Cisco', 'Facebook', 'Adobe', 'Google', 'eBay']",9,2,20,62.28160328879754,0.22847108868773805,0.2,0.5625,0.45423554434386904
49,Group Anagrams,0,Medium,59.7,891.7K,1.5M,"Amazon,Microsoft,Goldman Sachs,Apple,Uber,eBay,VMware,Oracle,Yandex,Expedia,Affirm,Facebook,Google,Bloomberg,Twilio,Docusign,Cisco,Two Sigma,ByteDance,Intel","Hash Table,String",5182,228,96,1,"['Hash Table', 'String']",2,"['Amazon', 'Microsoft', 'Goldman Sachs', 'Apple', 'Uber', 'eBay', 'VMware', 'Oracle', 'Yandex', 'Expedia', 'Facebook', 'Google', 'Bloomberg', 'Cisco', 'ByteDance']",15,2,20,64.5426515930113,0.25631893950635604,0.4,0.9375,0.5081594697531779
50,"Pow(x, n)",0,Medium,31.0,617K,2M,"Facebook,Microsoft,Amazon,LinkedIn,Bloomberg,Google,eBay,Goldman Sachs","Math,Binary Search",2263,3719,38,1,"['Math', 'Binary Search']",2,"['Facebook', 'Microsoft', 'Amazon', 'LinkedIn', 'Bloomberg', 'Google', 'eBay', 'Goldman Sachs']",8,2,20,35.04624871531347,0.11193549982687837,0.4,0.5,0.4359677499134392
53,Maximum Subarray,0,Easy,47.9,1.4M,2.9M,"Microsoft,Amazon,Apple,LinkedIn,ByteDance,Google,Adobe,Cisco,Facebook,Oracle,Splunk,Bloomberg,Uber,Paypal,JPMorgan","Array,Divide and Conquer,Dynamic Programming",11458,551,95,1,"['Array', 'Divide and Conquer', 'Dynamic Programming']",3,"['Microsoft', 'Amazon', 'Apple', 'LinkedIn', 'ByteDance', 'Google', 'Adobe', 'Cisco', 'Facebook', 'Oracle', 'Bloomberg', 'Uber', 'Paypal']",13,1,10,55.49845837615622,0.5667507543156749,0.6,0.8125,0.7033753771578374
54,Spiral Matrix,0,Medium,36.5,483.3K,1.3M,"Microsoft,Apple,Intuit,Facebook,Google,Amazon,ByteDance,Expedia,Paypal,eBay",Array,3671,656,85,1,['Array'],1,"['Microsoft', 'Apple', 'Facebook', 'Google', 'Amazon', 'ByteDance', 'Expedia', 'Paypal', 'eBay']",9,2,20,37.61562178828366,0.1815798585348964,0.2,0.5625,0.4307899292674482
55,Jump Game,0,Medium,35.2,610.5K,1.7M,"Amazon,Apple,Facebook","Array,Greedy",6024,416,94,1,"['Array', 'Greedy']",2,"['Amazon', 'Apple', 'Facebook']",3,2,20,39.36279547790341,0.2979670574269179,0.4,0.1875,0.528983528713459
56,Merge Intervals,0,Medium,41.4,856.7K,2.1M,"Facebook,JPMorgan,Amazon,Bloomberg,Apple,Google,Microsoft,Adobe,Uber,Twitter,eBay,Paypal,Cisco,Oracle,Yandex,Qualtrics,Palantir Technologies,Yahoo,Walmart Labs,VMware","Array,Sort",6955,374,95,1,"['Array', 'Sort']",2,"['Facebook', 'Amazon', 'Bloomberg', 'Apple', 'Google', 'Microsoft', 'Adobe', 'Uber', 'Twitter', 'eBay', 'Paypal', 'Cisco', 'Oracle', 'Yandex', 'Qualtrics', 'VMware']",16,2,20,45.73484069886948,0.344017411089677,0.4,1.0,0.5520087055448385
57,Insert Interval,0,Medium,35.3,342.1K,969K,"Google,Twitter,Amazon,Apple,Facebook,Microsoft","Array,Sort",2753,239,92,1,"['Array', 'Sort']",2,"['Google', 'Twitter', 'Amazon', 'Apple', 'Facebook', 'Microsoft']",6,2,20,39.4655704008222,0.13617252807043578,0.4,0.375,0.4480862640352179
61,Rotate List,0,Medium,31.9,367.6K,1.2M,"Amazon,Bloomberg,Microsoft,Apple","Linked List,Two Pointers",2242,1148,66,1,"['Linked List', 'Two Pointers']",2,"['Amazon', 'Bloomberg', 'Microsoft', 'Apple']",4,2,20,35.97122302158273,0.11089677004501163,0.4,0.25,0.4354483850225058
62,Unique Paths,0,Medium,56.3,621.6K,1.1M,"Microsoft,Amazon,Facebook,Google,Bloomberg,Qualtrics,VMware,Salesforce,ByteDance","Array,Dynamic Programming",4856,240,95,1,"['Array', 'Dynamic Programming']",2,"['Microsoft', 'Amazon', 'Facebook', 'Google', 'Bloomberg', 'Qualtrics', 'VMware', 'ByteDance']",8,2,20,61.04830421377184,0.24019389622594847,0.4,0.5,0.5000969481129742
63,Unique Paths II,0,Medium,35.4,361.5K,1M,"Amazon,Bloomberg,Facebook,Microsoft","Array,Dynamic Programming",2603,291,90,1,"['Array', 'Dynamic Programming']",2,"['Amazon', 'Bloomberg', 'Facebook', 'Microsoft']",4,2,20,39.56834532374101,0.12875302962853044,0.4,0.25,0.4443765148142652
64,Minimum Path Sum,0,Medium,56.5,525.4K,930.4K,"Google,Amazon,Goldman Sachs,Facebook,Apple,Snapchat,Tesla","Array,Dynamic Programming",4536,83,98,1,"['Array', 'Dynamic Programming']",2,"['Google', 'Amazon', 'Goldman Sachs', 'Facebook', 'Apple', 'Snapchat']",6,2,20,61.25385405960945,0.2243656328832171,0.4,0.375,0.49218281644160855
66,Plus One,0,Easy,42.2,812K,1.9M,"ByteDance,Facebook,Adobe,Amazon,Spotify,Google",Array,2251,3130,42,1,['Array'],1,"['ByteDance', 'Facebook', 'Adobe', 'Amazon', 'Google']",5,1,10,43.4737923946557,0.11134193995152594,0.2,0.3125,0.395670969975763
69,Sqrt(x),0,Easy,35.4,704.7K,2M,"Microsoft,Bloomberg,Amazon,Uber,LinkedIn,Google","Math,Binary Search",1910,2306,45,1,"['Math', 'Binary Search']",2,"['Microsoft', 'Bloomberg', 'Amazon', 'Uber', 'LinkedIn', 'Google']",6,1,10,39.56834532374101,0.09447494682692784,0.4,0.375,0.4272374734134639
70,Climbing Stairs,0,Easy,48.8,929.3K,1.9M,"Expedia,Amazon,Apple,Adobe,Goldman Sachs,Google,Nvidia,Intuit",Dynamic Programming,6294,200,97,1,['Dynamic Programming'],1,"['Expedia', 'Amazon', 'Apple', 'Adobe', 'Goldman Sachs', 'Google']",6,1,10,50.25693730729701,0.3113221546223475,0.2,0.375,0.4956610773111738
71,Simplify Path,0,Medium,34.9,273K,781.8K,"Facebook,Google,Amazon,Microsoft","String,Stack",317,92,78,1,"['String', 'Stack']",2,"['Facebook', 'Google', 'Amazon', 'Microsoft']",4,2,20,39.05447070914697,0.015679873373893257,0.4,0.25,0.3878399366869466
73,Set Matrix Zeroes,0,Medium,44.6,414.5K,930.3K,"Facebook,Microsoft,Oracle,Amazon,Expedia,Bloomberg,Goldman Sachs,Apple",Array,3287,364,90,1,['Array'],1,"['Facebook', 'Microsoft', 'Oracle', 'Amazon', 'Expedia', 'Bloomberg', 'Goldman Sachs', 'Apple']",8,2,20,45.940390544707085,0.16258594252361874,0.2,0.5,0.4212929712618094
74,Search a 2D Matrix,0,Medium,38.1,435.8K,1.1M,"Amazon,Facebook,Apple,Microsoft,Nvidia","Array,Binary Search",3110,194,94,1,"['Array', 'Binary Search']",2,"['Amazon', 'Facebook', 'Apple', 'Microsoft']",4,2,20,42.34326824254882,0.15383093436217046,0.4,0.25,0.4569154671810852
75,Sort Colors,0,Medium,49.8,656K,1.3M,"Microsoft,Facebook,eBay,Amazon,Oracle,Adobe,Nvidia,Expedia","Array,Two Pointers,Sort",5114,293,95,1,"['Array', 'Two Pointers', 'Sort']",3,"['Microsoft', 'Facebook', 'eBay', 'Amazon', 'Oracle', 'Adobe', 'Expedia']",7,2,20,57.45118191161357,0.2529554335460256,0.6,0.4375,0.5464777167730128
78,Subsets,0,Medium,65.6,746.8K,1.1M,"Facebook,Bloomberg,Amazon,Uber,Microsoft,Apple,ByteDance","Array,Backtracking,Bit Manipulation",5513,111,98,1,"['Array', 'Backtracking', 'Bit Manipulation']",3,"['Facebook', 'Bloomberg', 'Amazon', 'Uber', 'Microsoft', 'Apple', 'ByteDance']",7,2,20,73.6896197327852,0.2726912994014938,0.6,0.4375,0.5563456497007468
79,Word Search,0,Medium,37.1,639.9K,1.7M,"Amazon,Bloomberg,Intuit,Microsoft,Facebook,Snapchat,Apple,Oracle,eBay,Pinterest,Expedia","Array,Backtracking",5459,240,96,1,"['Array', 'Backtracking']",2,"['Amazon', 'Bloomberg', 'Microsoft', 'Facebook', 'Snapchat', 'Apple', 'Oracle', 'eBay', 'Expedia']",9,2,20,41.31551901336074,0.27002027996240785,0.4,0.5625,0.5150101399812039
86,Partition List,0,Medium,43.7,255.6K,584.4K,"Microsoft,Amazon,Apple,Bloomberg,Facebook","Linked List,Two Pointers",1957,383,84,1,"['Linked List', 'Two Pointers']",2,"['Microsoft', 'Amazon', 'Apple', 'Bloomberg', 'Facebook']",5,2,20,48.09866392600206,0.0967997230053915,0.4,0.3125,0.42839986150269577
88,Merge Sorted Array,0,Easy,40.9,843K,2.1M,"Facebook,Microsoft,Amazon,Bloomberg,Walmart Labs,IBM,Oracle,Apple,LinkedIn,Goldman Sachs,Yandex,Wish","Array,Two Pointers",3612,5190,41,1,"['Array', 'Two Pointers']",2,"['Facebook', 'Microsoft', 'Amazon', 'Bloomberg', 'Oracle', 'Apple', 'LinkedIn', 'Goldman Sachs', 'Yandex']",9,1,10,45.22096608427543,0.17866152248108028,0.4,0.5625,0.46933076124054013
91,Decode Ways,0,Medium,26.9,548.7K,2M,"JPMorgan,Facebook,Google,Cisco,Amazon,Lyft,Microsoft,Goldman Sachs,ByteDance,Apple,Uber,Adobe","String,Dynamic Programming",4177,3414,55,1,"['String', 'Dynamic Programming']",2,"['Facebook', 'Google', 'Cisco', 'Amazon', 'Microsoft', 'Goldman Sachs', 'ByteDance', 'Apple', 'Uber', 'Adobe']",10,2,20,30.832476875642342,0.20660829994559035,0.4,0.625,0.4833041499727952
92,Reverse Linked List II,0,Medium,40.8,341.7K,837.9K,"Amazon,Facebook,Microsoft,Oracle,ByteDance",Linked List,3501,180,95,1,['Linked List'],1,"['Amazon', 'Facebook', 'Microsoft', 'Oracle', 'ByteDance']",5,2,20,42.0349434737924,0.17317109363407035,0.2,0.3125,0.4265855468170352
94,Binary Tree Inorder Traversal,0,Medium,66.3,954.7K,1.4M,"Microsoft,Facebook,Oracle,Amazon,Google","Hash Table,Stack,Tree",4528,204,96,1,"['Hash Table', 'Stack', 'Tree']",3,"['Microsoft', 'Facebook', 'Oracle', 'Amazon', 'Google']",5,2,20,74.40904419321687,0.22396992629964882,0.6,0.3125,0.5319849631498244
100,Same Tree,0,Easy,54.2,703.4K,1.3M,"Amazon,Google,Microsoft,Apple","Tree,Depth-first Search",3109,85,97,1,"['Tree', 'Depth-first Search']",2,"['Amazon', 'Google', 'Microsoft', 'Apple']",4,1,10,58.89003083247688,0.1537814710392244,0.4,0.25,0.4568907355196122
101,Symmetric Tree,0,Easy,48.4,861.4K,1.8M,"Capital One,Amazon,Yandex,Apple,Uber,Google,Microsoft","Tree,Depth-first Search,Breadth-first Search",5900,157,97,1,"['Tree', 'Depth-first Search', 'Breadth-first Search']",3,"['Amazon', 'Yandex', 'Apple', 'Uber', 'Google', 'Microsoft']",6,1,10,56.01233299075025,0.2918336053816095,0.6,0.375,0.5659168026908048
102,Binary Tree Level Order Traversal,0,Medium,57.0,809.8K,1.4M,"Bloomberg,Amazon,Facebook,Microsoft,LinkedIn,Adobe,Paypal,Google,Uber,Yahoo","Tree,Breadth-first Search",4482,104,98,1,"['Tree', 'Breadth-first Search']",2,"['Bloomberg', 'Amazon', 'Facebook', 'Microsoft', 'LinkedIn', 'Adobe', 'Paypal', 'Google', 'Uber']",9,2,20,61.7677286742035,0.2216946134441312,0.4,0.5625,0.4908473067220656
103,Binary Tree Zigzag Level Order Traversal,0,Medium,50.4,496.1K,984K,"Amazon,Microsoft,Bloomberg,Apple,Facebook,Qualtrics,eBay,Adobe,ByteDance,Google,Goldman Sachs,ServiceNow,Oracle","Stack,Tree,Breadth-first Search",3290,126,96,1,"['Stack', 'Tree', 'Breadth-first Search']",3,"['Amazon', 'Microsoft', 'Bloomberg', 'Apple', 'Facebook', 'Qualtrics', 'eBay', 'Adobe', 'ByteDance', 'Google', 'Goldman Sachs', 'Oracle']",12,2,20,58.067831449126416,0.16273433249245683,0.6,0.75,0.5013671662462285
105,Construct Binary Tree from Preorder and Inorder Traversal,0,Medium,52.4,479.3K,915.4K,"Amazon,Microsoft,Facebook,ByteDance,Citadel,Bloomberg,Oracle","Array,Tree,Depth-first Search",4983,127,98,1,"['Array', 'Tree', 'Depth-first Search']",3,"['Amazon', 'Microsoft', 'Facebook', 'ByteDance', 'Bloomberg', 'Oracle']",6,2,20,60.12332990750258,0.24647573824009497,0.6,0.375,0.5432378691200475
108,Convert Sorted Array to Binary Search Tree,0,Easy,60.9,518K,851K,"Adobe,Google,Microsoft,Amazon,Apple,Facebook","Tree,Depth-first Search",3683,269,93,1,"['Tree', 'Depth-first Search']",2,"['Adobe', 'Google', 'Microsoft', 'Amazon', 'Apple', 'Facebook']",6,1,10,65.775950668037,0.1821734184102488,0.4,0.375,0.4710867092051244
112,Path Sum,0,Easy,42.6,600.5K,1.4M,"Facebook,Amazon,Microsoft,Apple,Oracle,ByteDance","Tree,Depth-first Search",3000,599,83,1,"['Tree', 'Depth-first Search']",2,"['Facebook', 'Amazon', 'Microsoft', 'Apple', 'Oracle', 'ByteDance']",6,1,10,46.96813977389517,0.14838996883810654,0.4,0.375,0.45419498441905326
113,Path Sum II,0,Medium,49.5,405.6K,819.7K,"Facebook,Microsoft,Amazon,Zillow","Tree,Depth-first Search",2673,84,97,1,"['Tree', 'Depth-first Search']",2,"['Facebook', 'Microsoft', 'Amazon']",3,2,20,54.05960945529292,0.13221546223475292,0.4,0.1875,0.44610773111737645
114,Flatten Binary Tree to Linked List,0,Medium,52.4,429.4K,819.9K,"Facebook,Microsoft,Amazon","Tree,Depth-first Search",4062,397,91,1,"['Tree', 'Depth-first Search']",2,"['Facebook', 'Microsoft', 'Amazon']",3,2,20,57.04008221993833,0.20092001780679625,0.4,0.1875,0.48046000890339813
116,Populating Next Right Pointers in Each Node,0,Medium,49.6,477.2K,962.1K,"Microsoft,Bloomberg,Facebook,Google,Amazon","Tree,Depth-first Search,Breadth-first Search",3233,164,95,1,"['Tree', 'Depth-first Search', 'Breadth-first Search']",3,"['Microsoft', 'Bloomberg', 'Facebook', 'Google', 'Amazon']",5,2,20,57.245632065775965,0.1599149230845328,0.6,0.3125,0.4999574615422664
